KEY,Japanese
guild.list.dismiss, 除名
guild.list.reject_all, 一括拒否
guild.list.reject_all_none, 対象の加入申請はありません
guild.list.leave, サークル脱退
guild.list.member, メンバーリスト
guild.list.join, 申請リスト
guild.list.cancel_request, 申請取消
guild.list.not_found, 検索対象のサークルが見つかりませんでした
guild.join.auto, 加入
guild.join.request, 加入申請
guild.join.request_progress, 加入申請中
guild.join.cancel, 申請取消
guild.join.auto_approval, 自動承認
guild.join.approval, 承認制
guild.join.lock, サークル加入が制限されています
guild.join.auto_confirm, 加入確認
guild.join.auto_confirm_description, このサークルに加入します。よろしいですか？
guild.join.auto_confirm_result, サークルに加入しました
guild.join.request_confirm, 加入申請確認
guild.join.request_confirm_description, このサークルに加入申請します。よろしいですか？
guild.join.request_confirm_warning, 加入にはリーダーによる承認が必要です
guild.join.member_max, メンバー数が上限に達しています
guild.join.guild_request_max, 加入申請が上限に達しています
guild.join.user_request_max, 加入申請の上限に達しています
guild.join.request_confirm_result, サークルに加入申請しました。
guild.join_cancel.request_confirm, 加入申請取り消し確認
guild.join_cancel.request_confirm_description, このサークルへの加入申請を取消します。\nよろしいですか？
guild.join_cancel.request_confirm_result, サークルへの加入申請を取消しました。
guild.member_dismiss.select.title,メンバー除名
guild.member_dismiss.confirm.title,メンバー除名
guild.member_dismiss.confirm.description,このメンバーを除名しますか？
guild.member_dismiss.confirm.warning,この操作は元に戻せません
guild.member_dismiss.complete,除名を完了しました
guild.member.empty, 対象のメンバーがいません
guild.member.user_deleted, 退会したユーザー
guild.join.reject_confirm,申請拒否確認
guild.join.reject_description,加入申請を拒否します。本当によろしいですか？
guild.join.reject_warning,この操作は元に戻せません
guild.join.reject,拒否
guild.join.reject_all_confirm,一括拒否確認
guild.join.reject_all_description,すべての加入申請を拒否します。本当によろしいですか？
guild.join.reject_all_warning,この操作は元に戻せません
guild.join.reject_all,一括拒否
guild.join.leave_confirm, 脱退確認
guild.join.leave_description,現在所属しているサークルを脱退します。\n本当によろしいですか？
guild.join.leave_warning,この操作は元に戻せません
guild.join.leave_warning2,脱退後{0}時間は新たなサークルに加入することは\nできません
guild.leader_change.select.title, リーダー交代
guild.leader_change.select.description, 交代したいメンバーを選んでください。
guild.leader_change.confirm.title, リーダー交代確認
guild.leader_change.confirm.description, このメンバーを新しいリーダーに設定します。\n本当によろしいですか？
guild.leader_change.confirm.warning, ※一度交代すると自分からリーダーに戻ることは\nできません
guild.leader_change.complete, リーダーを交代しました
guild.leader.dissolve_confirm, サークル解散確認
guild.leader.dissolve_description, このサークルを解散します。本当によろしいですか？
guild.leader.dissolve_description_lock, リクエストは解散時の募集で締め切られます。\nまた、解散後{0}時間は新たなサークルを作成・加入\nすることができません。
guild.leader.dissolve_warning, この操作は元に戻せません
duild.leader.dismiss_label, メンバーを除名します
guild.id_search.title, ID検索
guild.id_search.label, サークルIDを入力してください
guild.search.filter, 条件検索
guild.search.none, 該当するサークルがありません
guild.create.title, サークル設立
guild.create.submit, 設立
guild.create.approve_flow.description, メンバー加入申請を自動で承認できます。\n後から設定変更も可能です。
guild.create_confirm.title, サークル設立確認
guild.create_confirm.description, 以下の情報でサークル設立します。
guild.create_confirm.warning, 一度サークルを設立すると{0}日間は\nサークルの設立を行うことはできません
guild.create_confirm.submit, サークル設立
guild.create.complete, サークルを設立しました
guild.reaction, リアクション
guild.reaction.description, スタンプでリアクションします。
guild.reaction.warning, 送ったスタンプは他のメンバーにも表示されます
guild.reaction.confirm, リアクション詳細
guild.setting.title, サークル設定
guild.setting.edit, サークル情報編集
guild.setting.transfer, リーダー交代
guild.setting.dissolve, サークル解散
guild.request.select.title, アイテム募集
guild.request.select.description, 募集するアイテムを１つ選んでください。
guild.request.select.execute, 募集する
guild.request.confirm.title, アイテム募集確認
guild.request.confirm.description, このアイテムを募集します。よろしいですか？
guild.request.lock, アイテム募集が制限されています
guild.donation.title, リクエスト
guild.donation.execute, 寄付する
guild.donation.execute_complete, 寄付済
guild.donation.execute_self, 受け取る
guild.donation.confirm.title, 寄付確認
guild.donation.confirm.description, 以下のアイテムを寄付します。
guild.donation.confirm.item_quantity, 所持
guild.donation.confirm.limit, 寄付可能回数
guild.donation.confirm.today_remain, 本日残り寄付可能回数
guild.donation.confirm.today_remain.value, {0}回
guild.donation.complete, 寄付完了
guild.donation.reward, アイテムを寄付し、フレンドコインを獲得しました
guild.donation.receive, リクエスト受け取り
guild.donation.receive_description, 以下のユーザーからアイテムを受け取りました。
guild.donation.item_create, アイテムのリクエストを出しました
guild.donation.none, 募集期間内のリクエストがありません
guild.donation.expired, すでに終了したリクエストです
guild.donation.no_item, 受け取り可能なアイテムがありません
guild.donation.no_count, 本日の寄付回数が残っていません
guild.donation.no_has, 対象のアイテムを所持していません
guild.donation.already_req,すでに寄付済みのリクエストです。
guild.donation.quantity_max, 寄付個数が既に上限に達しています
guild.donation.reward_toast, {0}×{1:N0}を獲得しました
guild.donation.header_user, {0}のリクエスト
guild.filter.title, 条件検索
guild.filter.approve_flow.title, 承認設定
guild.filter.policy.title, 活動方針
guild.filter.member.title, サークル人数
guild.filter.member.member_1, 1 ~ 10
guild.filter.member.member_2, 11 ~ 20
guild.filter.member.member_3, 21 ~ 29
guild.resolve.validate, サークルが解散されました
guild.follow.complete, メンバーをフォローしました
guild.unfollow.complete, メンバーをフォロー解除しました
guild.approve.complete, 加入申請を承認しました
guild.approve.member_max, メンバー数が上限に達しています
guild.reject.complete, 加入申請を拒否しました
guild.reject_all.complete, 加入申請を一括拒否しました
guild.leave.complete, サークルを脱退しました
guild.edit.title, サークル情報編集
guild.edit.submit, 保存
guild.edit.name.title, サークル名
guild.edit.name.default, {0}のサークル
guild.edit.name.edit, サークル名を入力してください
guild.edit.description.title, 紹介文
guild.edit.description.default, よろしくお願いします！
guild.edit.description.edit, 紹介文を入力してください。
guild.edit.approve_flow.title, 加入申請
guild.edit.approve_flow.description, メンバー加入申請を自動で承認できます。
guild.edit.achievement.title, サークルアチーブメント設定
guild.edit.achievement.description, サークル情報に表示するアチーブメントを\n獲得済みのものから選択できます。
guild.edit.achievement.change, アチーブメント変更
guild.edit.achievement.change.title, アチーブメント設定
guild.edit.policy.title, 活動方針
guild.edit.caption, 設定内容は設立後でも変更できます
guild.edit.complete,サークル情報を更新しました
guild.edit.approve_flow_modify.title, 加入申請設定変更確認
guild.edit.approve_flow_modify.description, 加入申請の設定を承認制から自動承認に変更すると\n現在未許可の申請がすべて自動で許可されます。\nよろしいですか？
guild.message_edit.title, メッセージ設定
guild.message_edit.description, メンバーに向けたコメントを編集します。
guild.message_edit.warning, 個人情報や、公序良俗に反する内容は\n投稿しないでください。
guild.message_edit.no_diff, メッセージが更新されていません
guild.message_edit.complete,メッセージを更新しました
guild.top.title, サークル
guild.top.board, 伝言板
guild.top.system_message, システムメッセージ
guild.top.config, 設定
guild.top.reaction_detail, 詳細情報
guild.top.copy_id, サークルのIDをコピーしました
guild.top.request.can_request, リクエスト
guild.top.request.now_requesting, リクエスト中
guild.top.member_list, メンバー
guild.top.request_list, 募集リスト

// フレンドTOP
friend.top.title,フレンド
friend.tab.follow,フォロー
friend.tab.follower,フォロワー
friend.tab.suggestion,おすすめ
friend.label.follow,フォロー数
friend.label.follower,フォロワー数
friend.label.produce_level,PLv
friend.label.last_login,ログイン
friend.label.support_card,サポート
friend.label.memory,メモリー
friend.count,{0:N0} / {1:N0}
friend.button.list_view.profile,プロフィール
friend.button.list_view.rental_resource,レンタル
friend.button.follow,フォロー
friend.button.unfollow,フォロー解除
friend.button.search_id,ID検索
friend.button.update,更新
friend.follow.empty,フォローしているプロデューサーがいません
friend.follower.empty,フォロワーがいません
friend.suggestion.empty,おすすめがいません
friend.button.transition.friend_invite,友達招待

// フレンドソート
friend.sort.level,PLv
friend.sort.last_login_time,最終ログイン
friend.sort.support_card_level,サポートLv
friend.sort.memory_evaluation,メモリー評価
// フォロー・解除
friend.follow.completed,フォローしました
friend.follow.self_limit_over,フォローできる数の上限に達しています
friend.follow.opponent_limit_over,相手のフォロワー数が上限に達しています
friend.unfollow.completed,フォローを解除しました
friend.follower.delete.completed,フォロワーを解除しました
friend.delete_follower_confirm_sheet.title,フォロワー解除確認
friend.delete_follower_confirm_sheet.description,フォロワーを解除してよろしいですか？
friend.delete_follower_confirm_sheet.execute,フォロワー解除
// フレンドID検索
friend.search.title,ID検索
friend.search.description,P-IDを入力してください。
friend.search.execute,検索
friend.search.invalid_format,入力したIDが正しくありません
friend.search.invalid_self,あなた自身のIDです
friend.search.not_found,そのIDは存在しません

// 友達招待ID発行
invite.publication.title,友達招待
invite.publication.invite_detail,招待詳細
invite.publication.invited_friend_list,招待友達一覧
invite.publication.invite_code_appear,招待コード
invite.publication.submit,招待する
invite.publication.copy.toast,コピーしました
invite.publication.share.text,コードを入力してジュエルをもらおう！\n学園アイドルマスターを始めるなら今がチャンス！\n▼招待コード\n{0}\n※チュートリアルクリアで入力可能\n#学園アイドルマスター #学マス

// 友達進捗確認
invite.progress.title,招待一覧
invite.progress.overview.title,累計招待Pt
invite.progress.overview.unit,Pt
invite.progress.overview.next_reward,次の報酬まで
invite.progress.overview.all_received,すべての報酬を\n受け取りました
invite.progress.overview.reward_preview_btn,報酬一覧
invite.progress.invited_friend.label,フレンド招待数
invite.progress.all_execute,一括受取
invite.progress.mission_list,ミッション一覧
invite.progress.last_login.title,最終ログイン
invite.progress.last_login.value,{0}時間前
invite.progress.mission_label,PLv{0}に到達しよう
invite.progress.receive,受取
invite.progress.friend_empty,招待したフレンドがいません
invite.progress.reward_result.title,招待報酬獲得
invite.progress.reward_sheet.title,報酬一覧
invite.progress.reward_sheet.overview.title,累計招待Pt
invite.progress.reward_sheet.overview.point_unit,Pt
invite.progress.reward_sheet.reward_threshold,{0:N0}Ptで獲得
invite.progress.mission_sheet.title,招待ミッション一覧
invite.progress.mission_sheet.description,招待したフレンドのPLvが上がるごとに招待Ptを獲得できます。
invite.progress.confirm.title,受取完了
invite.progress.confirm.description,{0:N0}件の報酬を受け取りました。
invite.progress.confirm.warning,※所持上限に達しているアイテムはプレゼントに送られました
invite.progress.toast.unacceptable_point,受け取り可能な招待Ptがありません
invite.progress.toast.all_reward_received,すべての累計招待Pt報酬を受け取っています
invite.point,{0:N0}Pt
invite.input_button.enable,コード入力
invite.input_button.disable,コード入力済
invite.code_publication.title,友達招待
invite.reward_confirm_list.description,"{0}Pt 達成報酬"
invite.reward_sheet.label,累計獲得Pt

// 入力画面
invite.activate.title,招待コード入力
invite.activate.detail,招待詳細
invite.activate.sheet.title,招待コード
invite.activate.sheet.description,招待コードを入力すると報酬を獲得できます
invite.activate.sheet.receive_alert,※{0}終了後に報酬を獲得できます
invite.activate.sheet.input.description,ここにコードを入力
invite.activate.sheet.time_limit,入力可能時間残り
invite.activate.sheet.enter,コードを送信
invite.activate.toast.success,招待コードを入力しました
invite.activate.toast.code_not_enough,文字数が正しくありません
invite.activate.toast.code_not_found,このコードは存在しません
invite.activate.toast.code_entered,すでに招待コードを入力しています
invite.activate.toast.code_invalid,このコードは存在しません
invite.activate.toast.same_code,あなた自身のIDです

// ミュージック
music.buy_button,購入する
music.info_text,歌：{0}　作詞:{1}　作曲:{2}　編曲:{3}
music.lyrics,作詞：{0}
music.composer,作曲：{0}
music.arranger,編曲：{0}
music.composer_and_arranger,作曲・編曲：{0}
music.set_label,設定中
music.detail_sheet.title,楽曲詳細
music.detail_sheet.obtain_idol,楽曲所持\nPアイドル

// ミュージックの外部Urlシート
music.external_url_sheet.title,確認
music.external_url_sheet.description,楽曲配信情報サイトに移動しますか？\n※WEBブラウザが立ち上がります
music.external_url_sheet.execute,移動する

// ミュージックプレイヤー
music.player.playlist_button,プレイリスト
music.player.hot_list_button,HOT
music.player.all_musics_button,楽曲一覧
music.player.home_setting_button.on,設定中
music.player.home_setting_button.off,設定
music.player.empty_label,プレイリストに楽曲が登録されていません

// ミュージックプレイリスト
music.playlist.title.all_musics,楽曲一覧
music.playlist.title.playlist,プレイリスト
music.playlist.title.hot_list,HOT
music.playlist.delete,OUT
music.playlist.added,追加済
music.playlist.lock_description,未解放の楽曲は一部のみ聴けます。
music.playlist.edit_on,編集ON
music.playlist.edit_off,編集OFF
music.playlist.add_button,楽曲追加
music.playlist.empty_text,プレイリストはありません

// 楽曲選択
music.select.title,楽曲追加
music.select.lock_toast,未解放楽曲は追加できません

// 楽曲フィルタシート
music.music_filter_sheet.title,フィルタ

// 楽曲フィルタ
music.filter.unlock_filter.title,解放状態
music.filter.unlock_filter.unlock,解放済
music.filter.unlock_filter.lock,未解放
music.filter.character_filter.title,アイドル
music.sort.character,アイドル
music.sort.order,楽曲順
music.filter.toast.invalid,条件に当てはまる楽曲がありません

// ミュージックバックグラウンド再生シート
music.background_play_sheet.title,バックグラウンド再生
music.background_play_sheet.description,ミュージックを起動したままアプリを閉じると\nバックグラウンド再生されます
music.background_play_sheet.skip_next,次回以降表示しない

// 着替え
costume.type.home,ホーム
costume.type.produceschedule,プロデュース
costume.type.producelive,ライブ
costume.type.training,トレーニング
costume.idol_list.title,着替え
costume.idol_list.home,ホーム
costume.idol_list.produce,プロデュース
costume.idol_list.costume_button,衣装一覧
costume.select.tab.home,ホーム
costume.select.tab.produce_normal,プロデュース通常
costume.select.tab.produce_live,プロデュースライブ
costume.select.button,お気に入り設定
costume.select.button.execute,お気に入り衣装を設定しました
costume.select.button.release.execute,お気に入りを解除しました
costume.select.button.release.disabled,お気に入り設定がありません
costume.select.set_button,お気に入り設定
costume.select.wear_button,決定
costume.select.cell.selected,設定中
costume.select.confirm_sheet.title,衣装確認
costume.select.confirm_sheet.confirm,{0}に変更しますか？
costume.select.button.camera_reset,カメラリセット
costume.select.head.body_relation,セット髪型
costume.select.head.cannot_select,衣装に髪型が固定されています
costume.select.view_mode.description,{0}（色違い）は才能開花4段階目で獲得可能です。
costume.produce_setting_sheet.title,衣装選択
costume.produce_setting_sheet.description,衣装を選択してください。
costume.produce_setting_sheet.subtitle.produce,プロデュース
costume.produce_setting_sheet.subtitle.live,ライブ
costume.produce_setting_sheet.radio.default,デフォルト
costume.produce_setting_sheet.radio.user,ユーザー設定
costume.produce_setting_sheet.button,着替え
costume.produce_setting_sheet.warning,お気に入り衣装が設定されていません
costume.select.back_confirm.title,衣装変更確認
costume.select.back_confirm.description,変更が保存されていません\n衣装を変更せず、戻りますか？
costume.detail_sheet.costume_name,衣装名
costume.detail_sheet.acquisition_root,獲得方法
costume.detail_sheet.acquisition_root.suffix.card,{0}を入手
costume.detail_sheet.acquisition_root.suffix.card_potential_limit,{0}の才能開花4段階目で入手
costume.detail_sheet.acquisition_root.suffix.shop,ショップで入手
costume.list.overlay.tile,衣装一覧
costume.list.overlay.has_costume,獲得済
costume.thumbnail.empty,未設定

// メディア
media.title, メディア
media.movie, 動画コンテンツ
media.comic, １コマ漫画
media.movie.title, 動画
media.comic.title, １コマ漫画
media.web.confirm, Webブラウザを開きますか？
media.movie.confirm, 動画を視聴しますか？
media.update.time, {0} 更新
media.play.confirm, 動画再生確認
media.other, すべてみる

// チュートリアル
tutorial.name.title,プロデューサー名設定
tutorial.name.description,プロデューサー名を入力してください。
tutorial.name.warning,10文字以内で入力してください\n※プロデューサー名はゲーム内で公開されます\n※プロデューサー名はあとから変更できます\n※本名、メールアドレス、電話番号などの個人情報や\n　個人の特定につながる情報は入力しないでください
tutorial.name.confirm,プロデューサー名確認
tutorial.name.confirm_description,プロデューサー名はこちらでよろしいですか？
tutorial.name.default,プロデューサー
tutorial.adv.title_op,プロローグ
tutorial.select.description,最初にプロデュースする\nアイドルを選択してください。
tutorial.select.description2,※２回目以降、選択したアイドル以外もプロデュースできます。
tutorial.tips.next,次へ
tutorial.idol.select,アイドル選択
tutorial.idol.select_confirm,アイドル選択確認
tutorial.idol.select_description,こちらのアイドルでプロデュースを開始しますか？\n※後から他のアイドルもプロデュース可能です
tutorial.skip.title,チュートリアルスキップ
tutorial.skip.description,チュートリアルをスキップしますか？
tutorial.idol_receive.warning_stage,※初期状態のプロデュースアイドルを獲得します
tutorial.idol_receive.receive_info,獲得内容
tutorial.idol_receive.receive,獲得する
tutorial.idol_receive.already_received,獲得済み
tutorial.idol_receive.exchange,変換する
tutorial.idol_receive.receive_confirm,獲得確認
tutorial.idol_receive.received,獲得完了
tutorial.idol_receive.description_1,このプロデュースアイドルを獲得しますか？
tutorial.idol_receive.description_2,獲得済みのプロデュースアイドルです。\n<color=#u:Strong>「{0}」に変換されますがよろしいですか？</color>
tutorial.idol_receive.description_3,「{0}」を獲得しました。
tutorial.idol_receive.description_4,「{0}」は\n「{1}」に変換されました。
tutorial.idol_receive.attention_1,初期状態のプロデュースアイドルを獲得します\n1度獲得すると後から変更できません
tutorial.idol_receive.attention_2,1度獲得すると後から変更できません
tutorial.idol_receive.attention_3,プロデュースアイドルは自動で受け取ります
tutorial.idol_receive.attention_4,ピースは自動で受け取ります
tutorial.idol_receive.difficulty_low,初級者向け
tutorial.idol_receive.difficulty_middle,中級者向け
tutorial.idol_receive.difficulty_high,上級者向け

// Google Play Integrity APIエラー用
google.play.integrity.error.dialog.title,エラー
google.play.integrity.error.dialog.retry,リトライ
google.play.integrity.error.dialog.move.to.title,タイトルへ
google.play.integrity.error.message1,Google Play ストアを更新してください。\nエラーコード：{0}
google.play.integrity.error.message2,Google Play ストアをインストールまたは有効にしてください。\nエラーコード：{0}
google.play.integrity.error.message3,Play 開発者サービスをインストールまたは更新してください。\nエラーコード：{0}
google.play.integrity.error.message4,Play 開発者サービスを更新してください。\nエラーコード：{0}
google.play.integrity.error.message5,ネットワーク接続ができません、通信環境の良い場所でリトライしてください。\nエラーコード：{0}
google.play.integrity.error.message6,Google Play ストアを更新またはログインしてください。\nエラーコード：{0}
google.play.integrity.error.message7,しばらく待機してからリトライしてください。\nエラーコード：{0}
google.play.integrity.error.message8,問題が発生したので処理を中断します。\nエラーコード：{0}

// ヘルプOverlay
help.overlay.title,ヘルプ
help.overlay.content_title,・{0}

// お知らせ
notice.notice_sheet.title,お知らせ
notice.notice_sheet.has_update_label,追記
notice.notice_sheet.back_to_list,一覧に戻る
notice.notice_sheet.tab.info,お知らせ
notice.notice_sheet.tab.bug,不具合
notice.notice_sheet.tab.pr,PR
notice.notice_sheet.type.event,イベント
notice.notice_sheet.type.gasha,ガシャ
notice.notice_sheet.type.update,アップデート
notice.notice_sheet.type.campaign,キャンペーン
notice.notice_sheet.type.bug,不具合
notice.notice_sheet.type.important,重要
notice.notice_sheet.type.information,インフォメーション
notice.notice_sheet.type.maintenance,メンテナンス
notice.notice_sheet.empty_text,お知らせはありません

// 同意確認
terms.terms_sheet.title,同意確認
terms.terms_sheet.description.count1,{0}
terms.terms_sheet.description.count2,{0}および{1}
terms.terms_sheet.description.count3,{0}、{1}および{2}
terms.terms_sheet.description.update.count1,{0}
terms.terms_sheet.description.update.count2,{0}と{1}
terms.terms_sheet.description.update.count3,{0}と{1}と{2}
terms.terms_sheet.description,{0}に同意してから本サービスをご利用ください。\nまた、未成年の方は、法定代理人（ご両親等）の同意が必要です。\n\n※ないようがわからないときは\nおうちのひとにがめんをみせてください。
terms.terms_sheet.description.update,{0}が改定されました。\n内容をご確認いただき同意することで引き続き学園アイドルマスターをご利用いただけます。
terms.terms_sheet.execute,同意する
terms.terms_sheet.cancel,同意しない

// App Tracking Transparencyシート
app_tracking_transparency_sheet.title,トラッキング許可にご協力お願いします
app_tracking_transparency_sheet.description,たくさんあるアプリの中から本アプリを選んでいただきありがとうございます。「次へ」をタップするとトラッキング許可のダイアログが表示されます。\n許可をすることでゲーム外であなたが興味を示しそうなバンダイナムコグループの広告が表示されるようになります。\n\n【トラッキング許可方法】\n表示されるダイアログで許可する\n※トラッキングの設定は端末の設定からいつでも変更可能です
app_tracking_transparency_sheet.info_link,"https://legal.bandainamcoent.co.jp/privacy/Trackingdetail"
app_tracking_transparency_sheet.info,詳細はこちら
app_tracking_transparency_sheet.execute,次へ

// Fangage同意モジュール
fangage_sheet.title,お客様情報の取り扱いについて 
fangage_sheet.summary.text,本サービスの利用に関連するお客様の情報の一部を収集させていただきます。\nこちらの情報を広告及び分析の目的で、株式会社バンダイナムコエンターテインメント（以下「BNE」といいます。）その他第三者へ提供することに関し、同意いただきますようご協力をお願い申し上げます。\n提供先及び収集する情報等の詳細については、各タブに記載された項目をご参照ください。BNEのプライバシーポリシーについて更に詳しく知りたい方は、<link="https://legal.bandainamcoent.co.jp/privacy/?lang=jp"><color="blue"><u>プライバシーポリシー</u></color></link>をご覧ください。\nなお、こちらの同意は任意となりますので、上記の使用方法に同意いただくことができない場合でも、問題なく本サービスを利用することが可能です。また、一度同意いただいたお客様も、本サービスの該当ページより、いつでも同意を撤回することができます。\n以下の[同意する]ボタンをクリックすると、上記の目的で、お客様の情報が使用されることに同意いただいたものとなります。
fangage_sheet.description,※各項目をチェックすると同意、チェックを外すと同意撤回に\n　なります。
fangage_sheet.summary,概要
fangage_sheet.analysis,分析
fangage_sheet.advertisement,広告出稿
fangage_sheet.info_link,詳細はこちら
fangage_sheet.decline_all,すべて\n不同意
fangage_sheet.accept_selected,選択項目\nのみ同意
fangage_sheet.accept_all,すべて同意
fangage_sheet.update,同意を更新
fangage_sheet.update.toast,同意を更新しました

setting.top.title,設定
setting.top.tab.preference,基本設定
setting.top.tab.quality,品質
setting.top.tab.sound,サウンド
setting.top.tab.produce,プロデュース
setting.top.to_default,初期設定に戻す
setting.preference.noti,ゲームの通知
setting.preference.noti.ap_recover,AP全回復
setting.preference.noti.money,マニー上限蓄積
setting.preference.noti.work,お仕事完了
setting.preference.noti.login,未ログイン通知
setting.preference.noti.daily,デイリーミッション未達成
setting.preference.noti.daily.description,この項目をONにすると、デイリーミッションを達成していない場合、19:00に通知されます。
setting.preference.noti.midnight,指定の時間帯は受け取らない
setting.preference.noti.midnight.setting_time,設定時間
setting.preference.noti.midnight.description,この項目をONにすると、設定した時間の間は、ゲームからの通知を受け取らないようになります。
setting.preference.noti.midnight.time,{0}:00
setting.preference.live,ライブ撮影
setting.preference.live.camera.top_bottom,上下カメラの反転
setting.preference.live.camera.left_right,左右カメラの反転
setting.preference.live.camera.description,この項目をONにすると、ライブ撮影でカメラ操作がある場合にカメラの動きが反転するようになります
setting.preference.purchase_limit,購入金額の通知
setting.preference.purchase_limit.alert,購入アラート
setting.preference.purchase_limit.alert.description,この項目をONにすると、毎月合計で{0:N0}円を超える購入をしようとした場合に、アラートが表示されるようになります。
setting.quality.frame_rate,フレームレート
setting.quality.frame_rate.60fps,60fps
setting.quality.frame_rate.30fps,30fps
setting.quality.frame_rate.description,数値が高いほうがなめらかに表示されます。\nフレームレートを優先する場合、品質設定を1段階下げることを推奨します。
setting.quality.quality,品質
setting.quality.recommend,推奨
setting.quality.param.highest,最高
setting.quality.param.high,高
setting.quality.param.medium,標準
setting.quality.param.low,簡易
setting.quality.param.custom,カスタム
setting.quality.resolution,解像度
setting.quality.resolution.description,解像度を設定できます。
setting.quality.reflection,反射品質
setting.quality.reflection.description,反射の表現のクオリティを設定できます。
setting.quality.detail,詳細度設定
setting.quality.detail.description,観客など、一部3Dモデルの表示をどの程度\n詳細に表示するかを設定できます。
setting.quality.system,その他品質設定
setting.quality.system.description,解像度、反射品質、詳細度設定以外の品質を設定できます。
setting.quality.supplement,設定を上げると動作が重くなり、消費電力が増える可能性があります。\n品質の設定を優先する場合、フレームレート30fpsにすることを推奨します。
setting.quality.disable_quality,推奨から2つ以上高い設定はできません
setting.sound.volume,ボリューム設定
setting.sound.volume.bgm,BGM
setting.sound.volume.voice,ボイス
setting.sound.volume.se,効果音
setting.sound.volume.live,ライブ楽曲
setting.sound.volume.video,動画
setting.sound.home_bgm_setting,ホームBGM設定
setting.sound.home_bgm_setting.default_title,初期設定
setting.sound.home_bgm_setting.button,変更
setting.sound.home_bgm_setting.select_screen_title,ホームBGM
setting.produce.story_skip,【プロデュース】コミュ早送り設定
setting.produce.story_skip.unread,未読コミュでも早送りする
setting.produce.story_skip.unread.none,コミュを早送りしない
setting.produce.story_skip.unread.all,コミュを早送りする
setting.produce.confirm,【プロデュース】確認メッセージの表示
setting.produce.produce_voice_off,ボイス再生確認
setting.produce.produce_voice_off.description,プロデュース開始時にボイスがあるコミュの再生確認\nメッセージを表示します。
setting.produce.skip_forward_setting,コミュ早送り設定
setting.produce.skip_forward_setting.description,コミュ早送り設定の確認メッセージを表示します。
setting.produce.lesson_stamina_low_alert,レッスン開始確認
setting.produce.lesson_stamina_low_alert.description,アイドルの体力が低下しているときに\n確認メッセージを表示します。
setting.produce.turn_end,ターン終了確認
setting.produce.turn_end.description,ターンスキップボタンをタップしたときに\n確認メッセージを表示します。
setting.produce.exam_effect_warning,スキルカード使用確認
setting.produce.exam_effect_warning.description,スキルカードの効果が発動しないときに\n確認メッセージを表示します。
setting.produce.reward_card_reroll_confirm,スキルカード再抽選確認
setting.produce.reward_card_reroll_confirm.description,スキルカードの再抽選時に確認メッセージを\n表示します。
setting.produce.reward_card_select_confirm,スキルカード選択確認
setting.produce.reward_card_select_confirm.description,スキルカードを上限まで選択しない時に\n確認メッセージを表示します。
setting.produce.present_skip,Pドリンク受け取り確認
setting.produce.present_skip.description,Pドリンクを獲得しない時に確認メッセージを\n表示します。
setting.produce.shop_point_low_alert,相談開始確認
setting.produce.shop_point_low_alert.description,Pポイントが少ない場合、相談を開始する時に\n確認メッセージを表示します。
setting.produce.exit_shop_confirm,相談終了確認
setting.produce.exit_shop_confirm.description,相談を終了する時に確認メッセージを表示します。
setting.produce.skip_setting,早送り設定表示
setting.produce.start,プロデュース開始\n再生確認ダイアログ
setting.produce.stamina_alert,アイドルの体力が低下して\nいるときに警告画面を表示
setting.produce.navi,【プロデュース】ナビの表示
setting.produce.navi.lose,試験不合格ナビ表示
setting.produce.navi.resident,通常ナビ表示
setting.produce.navi.resident.description,この項目をOFFにすると、プロデュース中にアドバイスをしてくれるナビが表示されなくなります。
setting.produce.explanation,【プロデュース】説明テキストの省略
setting.produce.skip_explanation,スケジュール開始前に\n説明を表示する
setting.produce.skip_explanation.start,この項目をOFFにすると、プロデュース中の\nスケジュール選択の際に説明を省略し\n即座に選択したスケジュールを開始できます。
setting.produce.story_text_speed,【コミュ】テキストスピード
setting.produce.story_text_speed.title,コミュのテキスト送りスピード
setting.produce.story_text_speed.x1,1.0倍
setting.produce.story_text_speed.x1_5,1.5倍
setting.produce.story_text_speed.description,親愛度コミュやプロデュースコミュなどで、設定された速度でテキストが表示されます
setting.produce.live,【ライブ】確認メッセージの表示
setting.produce.live_skip,ライブスキップ確認
setting.produce.live_skip.description,この項目をOFFにすると、プロデュース中にライブをスキップした時に確認メッセージが表示されなくなります。
setting.confirm.description,設定を初期の状態に戻しますか？
setting.common.after_setting.description,「メニュー＞設定」からいつでも変更できます。

// ログインボーナス
login_bonus.daily_login_bonus.total_items_get_text1,{0}日ログインまで
login_bonus.daily_login_bonus.total_items_today_text1,{0}日ログイン
login_bonus.daily_login_bonus.total_items_today_text2,当日
login_bonus.daily_login_bonus.total_login_day_count_text,プロデューサー就任から{0}日経過
login_bonus.special_login_bonus.date_text,開催期間: {0}まで

// その他
others.top.title,その他
others.top.button.faq,FAQ
others.top.button.terms,利用規約
others.top.button.privacy_policy,プライバシーポリシー
others.top.button.copyright,コピーライト
others.top.button.jewel_buy_limit,年齢別購入限度額
others.top.button.jewel_balance,アプリ専用通貨残高確認
others.top.button.fund_settlement,資金決済法に基づく表示
others.top.button.commercial_transaction,特定商取引法に基づく表示
others.top.button.delete_account,アカウント削除
others.top.button.fangage,プライバシーオプション

// FAQ確認
faq_confirm_sheet.title,確認
